"REF_DATE,""GEO";""",""DGU";"ID""";",""Month of death"",""Characteristics"",""UOM"",""UO";"M_ID"",""SCALAR_FACTOR"",""SCALAR_ID"",""VECTOR"",""COORDINATE"",""VALUE"",""STATUS"",""SYMBOL"",""TERMINATED"",""DECIMALS"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""7.9"","""","""","""",""1"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.3"","""","""","""",""1"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.2"","""","""","""",""1"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.1"","""","""","""",""1"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.4"","""","""","""",""1"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.3"","""","""","""",""1"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.2"","""","""","""",""1"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.2"","""","""","""",""1"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.7"","""","""","""",""1"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.2"","""","""","""",""1"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.3"","""","""","""",""1"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.4"","""","""","""",""1"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.3"","""","""","""",""1"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.3"","""","""","""",""1"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.3"","""","""","""",""1"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.4"","""","""","""",""1"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.3"","""","""","""",""1"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.1"","""","""","""",""1"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.3"","""","""","""",""1"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""8.3"","""","""","""",""1"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"April"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216339"",""1.5.2"",""9.3"","""","""","""",""1"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""16414"","""","""","""",""0"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""16404"","""","""","""",""0"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""16955"","""","""","""",""0"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""16930"","""","""","""",""0"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""17781"","""","""","""",""0"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""17460"","""","""","""",""0"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""17859"","""","""","""",""0"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""17673"","""","""","""",""0"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""17827"","""","""","""",""0"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""17673"","""","""","""",""0"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""18215"","""","""","""",""0"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""18542"","""","""","""",""0"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""18575"","""","""","""",""0"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""18152"","""","""","""",""0"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""19132"","""","""","""",""0"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""19143"","""","""","""",""0"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""19284"","""","""","""",""0"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""19811"","""","""","""",""0"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""19891"","""","""","""",""0"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""19830"","""","""","""",""0"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""20208"","""","""","""",""0"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""20382"","""","""","""",""0"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""20603"","""","""","""",""0"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""21316"","""","""","""",""0"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""21827"","""","""","""",""0"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""22008"","""","""","""",""0"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""22564"","""","""","""",""0"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""23084"","""","""","""",""0"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""23785"","""","""","""",""0"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216340"",""1.6.1"",""27093"","""","""","""",""0"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.4"","""","""","""",""1"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.3"","""","""","""",""1"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.3"","""","""","""",""1"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.2"","""","""","""",""1"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.4"","""","""","""",""1"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.2"","""","""","""",""1"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.3"","""","""","""",""1"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.1"","""","""","""",""1"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.1"","""","""","""",""1"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.1"","""","""","""",""1"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.3"","""","""","""",""1"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.3"","""","""","""",""1"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.2"","""","""","""",""1"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.0"","""","""","""",""1"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.3"","""","""","""",""1"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.4"","""","""","""",""1"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.2"","""","""","""",""1"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.3"","""","""","""",""1"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.3"","""","""","""",""1"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.3"","""","""","""",""1"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.3"","""","""","""",""1"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.3"","""","""","""",""1"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.2"","""","""","""",""1"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.2"","""","""","""",""1"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.3"","""","""","""",""1"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.2"","""","""","""",""1"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.1"","""","""","""",""1"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.1"","""","""","""",""1"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.3"","""","""","""",""1"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"May"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216341"",""1.6.2"",""8.8"","""","""","""",""1"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""15369"","""","""","""",""0"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""15380"","""","""","""",""0"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""15792"","""","""","""",""0"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""16609"","""","""","""",""0"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""16399"","""","""","""",""0"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""16352"","""","""","""",""0"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""16696"","""","""","""",""0"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""16565"","""","""","""",""0"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""16612"","""","""","""",""0"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""16910"","""","""","""",""0"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""17602"","""","""","""",""0"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""17274"","""","""","""",""0"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""17852"","""","""","""",""0"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""17752"","""","""","""",""0"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""17793"","""","""","""",""0"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""17783"","""","""","""",""0"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""18170"","""","""","""",""0"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""18251"","""","""","""",""0"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""18571"","""","""","""",""0"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""18484"","""","""","""",""0"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""18976"","""","""","""",""0"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""18921"","""","""","""",""0"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""19171"","""","""","""",""0"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""19933"","""","""","""",""0"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""19811"","""","""","""",""0"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""20401"","""","""","""",""0"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""21083"","""","""","""",""0"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""21794"","""","""","""",""0"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""21954"","""","""","""",""0"""
"2020,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Number of deaths"",""Number"",""223"",""units"",""0"",""v21216342"",""1.7.1"",""22799"","""","""","""",""0"""
"1991,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.9"","""","""","""",""1"""
"1992,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.8"","""","""","""",""1"""
"1993,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.7"","""","""","""",""1"""
"1994,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""8.0"","""","""","""",""1"""
"1995,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.8"","""","""","""",""1"""
"1996,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.7"","""","""","""",""1"""
"1997,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.7"","""","""","""",""1"""
"1998,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.6"","""","""","""",""1"""
"1999,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.6"","""","""","""",""1"""
"2000,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.8"","""","""","""",""1"""
"2001,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""8.0"","""","""","""",""1"""
"2002,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.7"","""","""","""",""1"""
"2003,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.9"","""","""","""",""1"""
"2004,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.8"","""","""","""",""1"""
"2005,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.7"","""","""","""",""1"""
"2006,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.8"","""","""","""",""1"""
"2007,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.7"","""","""","""",""1"""
"2008,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.6"","""","""","""",""1"""
"2009,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.8"","""","""","""",""1"""
"2010,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.7"","""","""","""",""1"""
"2011,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.8"","""","""","""",""1"""
"2012,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.7"","""","""","""",""1"""
"2013,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.6"","""","""","""",""1"""
"2014,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.7"","""","""","""",""1"""
"2015,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.5"","""","""","""",""1"""
"2016,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.6"","""","""","""",""1"""
"2017,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.6"","""","""","""",""1"""
"2018,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.6"","""","""","""",""1"""
"2019,""Canada,";place;of;"residence"",""2016A000011124"",""Month of death,";"June"",""Percentage of deaths"",""Percentage"",""242"",""units"",""0"",""v21216343"",""1.7.2"",""7.7"","""","""","""",""1"""
